flight_mean,flight_std,dwell_mean,dwell_std,hold_mean,hold_std,n_key_presses,n_backspaces,label
102.44034826486877,28.273708657091653,88.3373904136269,16.32731853604245,55.073451467865965,11.267988481504384,44,2,0
280.46226206337695,27.687549228306878,122.6953722973353,27.105099195663804,67.64570406390712,18.348983393833578,38,5,1
106.39689021976989,57.82802261622394,108.60285948630742,39.19186153676954,58.468492127237276,16.68851877547245,51,4,1
127.34731013632356,15.490721088887758,110.12709516472549,17.075714125554285,65.87042424067833,16.244650929495403,30,1,0
138.27169252466499,30.75576372670038,57.91468907733834,7.602602383639724,63.929073590143915,13.900999716023335,35,2,0
103.9364209863931,40.48864141875362,91.00925717546357,15.074405358794419,59.75828573641791,16.02845771592654,40,0,0
149.85377137919045,29.707835941460147,71.38097212724914,24.49431564325493,65.19436623191737,5.597267563936057,42,2,0
128.03134546216702,41.79610136692436,77.67871647856211,28.486370964242575,67.00224087643822,15.648740837324643,50,3,1
189.31146971760654,22.00974043614399,103.42374287491326,1.2422657237172494,65.81216057705547,10.207682190063753,35,2,1
149.72944091936296,28.07113990354448,77.1411490723357,28.81791554429054,71.61408556815043,8.291329093137007,40,3,1
71.51519479454117,23.754895449114226,88.56836315354359,6.798947674950535,60.47104697759313,5.807646441230028,43,2,0
227.78368882054923,58.09181121704415,132.09869003507805,5.174560140891614,79.84665713688743,15.587423373020819,43,1,1
218.3354327936817,50.44506427209115,121.3889477624838,49.248383620798656,59.722063270081215,16.817778838339034,43,8,1
114.37344885763574,36.900736763366126,81.55072994318142,15.386582166398213,64.0043199385628,11.23088674875422,43,1,0
121.33981434449744,40.87710426157866,65.2033925135113,24.197050394696273,74.31889063774514,8.358329303321105,45,1,0
130.318784354082,36.91618575121388,87.75237898736677,13.976448714462826,55.4099553977709,5.800003286015969,46,1,0
88.74908286226915,32.731184342936444,112.34524447593948,15.767234049108124,46.18450941120562,8.205193861347333,40,1,0
109.4189464530741,20.017877414885948,74.2895806430736,5.3905152800333855,43.88282934381146,5.244393325745084,35,0,0
135.88529359243654,29.97213889333099,74.360246309722,17.941137737366812,80.60826563902658,12.233841827336104,42,1,0
94.91421153661501,24.669095979841668,71.58366303528504,12.385137166004661,54.709753493612226,15.585240743114639,41,0,0
192.83142903730734,35.39768314748082,91.60306008337542,33.323463714720035,79.11658236832852,13.657267265316717,39,3,1
92.8683639075319,26.25465849249749,38.82050669491423,13.342243672802748,48.872359216789455,13.030918964844211,56,0,0
129.32859964867052,20.200744252177557,86.07553078783569,20.731795718844513,69.48339279329188,15.381084117783468,41,2,0
119.28717035405033,10.4266141086601,67.31671735468079,18.9871996748036,52.18440140775415,11.989166692606602,40,0,0
87.69736368188981,23.31856951672233,55.846053218123,31.704292411296244,55.08736972338678,5.5572228203310186,43,1,0
154.46869093886022,44.538202463798775,109.37047205637673,32.70921342707442,83.47073035325462,16.29914405067413,42,3,1
105.30816846403901,16.5182295457251,63.76973322437096,7.122534892063879,49.35954072754427,11.78141222094212,45,2,0
103.79495125971238,30.156822364716245,74.91996419174363,11.145778091281041,58.21417730485775,11.373981405596577,46,1,0
124.01138394461886,49.00268424310965,101.9966358678287,20.386456062946333,74.02209589503269,9.81265101695814,42,4,0
142.9727469885743,40.23056555252239,58.8617630296323,13.491064361251444,64.28254397516864,12.347149705096164,42,1,0
256.8147000857705,44.57673181594156,91.28285290037186,31.105491195521306,78.83865561425294,20.36377934240763,36,2,1
121.23359699695943,33.91127876932726,84.03959284343507,29.446824196836204,62.14864709463865,21.562592537343395,53,2,0
128.57633000661147,41.67509822986446,97.24231046015552,25.041568118337853,56.10864904023436,12.449328273548819,37,1,0
128.25969499183617,32.65716147722351,121.66523552588608,40.82841433916391,86.78186333326325,22.18075776297643,38,1,1
152.17220491211745,29.41169754013851,87.88019907830176,26.93005954116598,60.95477091002998,19.232476183311963,49,4,1
